Status,Age,Income,Client_Dependents,Tenure_Months,Products,Inactive_Months,Bank_Contacts,Credit_Limit,Revolving_Bal,Avg_OpenToBuy,Total_Trans_Amount,Trans_Count,Utilization_Ratio,Riesgo_Impago,Riesgo_Abandono,Puntaje_Riesgo
Existing Customer,46,50000.0,1,56,2,1,2,2619.0,1779,840.0,1450,37,0.679,no_riesgo,Medio,0.056856595744680855
Existing Customer,58,120000.0,2,53,2,3,0,24407.0,2395,22012.0,2311,48,0.098,no_riesgo,Bajo,0.03690748587570622
Existing Customer,53,20000.0,2,36,4,1,2,2377.0,1649,728.0,1378,26,0.694,no_riesgo,Medio,0.10096851851851851
Existing Customer,59,100000.0,0,40,3,2,3,4549.0,1359,3474.0,1033,26,0.039,no_riesgo,Bajo,0.030256666666666668
Existing Customer,52,120000.0,3,47,5,3,3,11086.0,2207,8879.0,1523,40,0.199,no_riesgo,Bajo,0.03725959119496855
Existing Customer,48,70000.0,3,36,4,2,2,11432.0,2517,8915.0,1374,37,0.22,no_riesgo,Bajo,0.05636530612244897
Existing Customer,43,50000.0,4,36,5,3,2,13258.0,1721,11537.0,1080,21,0.13,no_riesgo,Bajo,0.05714727272727273
Existing Customer,48,20000.0,2,36,3,2,3,2571.0,1955,616.0,1234,24,0.76,no_riesgo,Medio,0.11815816326530612
Existing Customer,43,20000.0,4,31,5,2,0,5781.0,1168,4613.0,1600,32,0.202,no_riesgo,Bajo,0.08112727272727273
Existing Customer,44,70000.0,4,30,5,1,2,7872.0,2509,5363.0,1155,32,0.319,no_riesgo,Bajo,0.05806507936507936
Existing Customer,41,100000.0,3,35,6,1,2,4549.0,1202,3474.0,1353,33,0.035,no_riesgo,Bajo,0.03582952380952381
Existing Customer,44,20000.0,3,38,4,1,3,11127.0,1835,9292.0,1546,25,0.165,no_riesgo,Bajo,0.11397222222222222
Existing Customer,50,50000.0,2,43,2,1,3,1857.0,1603,254.0,1590,43,0.176,riesgo,Medio,0.0516678431372549
Existing Customer,60,20000.0,1,36,5,1,0,1913.0,1272,641.0,1448,22,0.665,riesgo,Bajo,0.07999344262295083
Existing Customer,44,100000.0,4,24,5,3,0,3839.0,2295,1544.0,1271,24,0.598,no_riesgo,Bajo,0.045172222222222225
Existing Customer,48,50000.0,3,39,6,2,3,2115.0,1141,974.0,1223,20,0.539,no_riesgo,Bajo,0.043228163265306124
Existing Customer,44,20000.0,2,27,5,2,2,1438.3,679,759.3,1117,29,0.472,riesgo,Bajo,0.05617222222222222
Existing Customer,41,100000.0,2,28,4,3,0,4549.0,1789,3474.0,994,24,0.064,no_riesgo,Bajo,0.04169952380952381
Existing Customer,45,70000.0,3,32,4,1,2,1438.3,0,1438.3,1468,26,0.0,riesgo,Bajo,0.021739130434782608
Existing Customer,47,20000.0,2,34,6,4,2,13878.0,2222,11656.0,1658,38,0.16,no_riesgo,Bajo,0.13193333333333335
Existing Customer,51,20000.0,2,36,3,1,3,3106.0,1304,1802.0,1368,38,0.42,no_riesgo,Bajo,0.08443076923076923
Existing Customer,51,120000.0,2,44,4,3,3,4549.0,1666,3474.0,1218,18,0.048,no_riesgo,Bajo,0.03311410256410256
Attrited Customer,60,50000.0,1,50,4,4,3,1438.3,1025,413.3,702,64,0.713,riesgo,Bajo,0.03689344262295082
Existing Customer,57,100000.0,2,46,2,3,0,18871.0,1740,17131.0,1516,21,0.092,no_riesgo,Bajo,0.034641379310344826
Existing Customer,41,120000.0,5,29,5,2,2,5207.0,1748,3459.0,1310,26,0.336,no_riesgo,Bajo,0.03837619047619047
Existing Customer,44,100000.0,3,36,6,2,2,17965.0,1644,16321.0,1767,50,0.092,no_riesgo,Bajo,0.03866222222222222
Existing Customer,43,70000.0,1,37,6,3,3,2733.0,1819,914.0,933,25,0.666,no_riesgo,Medio,0.048712987012987014
Existing Customer,55,70000.0,2,48,4,3,2,8863.0,1301,7562.0,1512,27,0.147,no_riesgo,Bajo,0.03644285714285714
Attrited Customer,52,100000.0,1,36,2,3,3,1857.0,1833,24.0,829,64,0.176,riesgo,Medio,0.03719792452830188
Existing Customer,44,100000.0,3,33,3,3,3,4549.0,0,3474.0,1120,27,0.0,no_riesgo,Bajo,0.022222222222222223
Existing Customer,41,50000.0,2,30,5,3,3,11107.0,1222,9885.0,1506,33,0.11,no_riesgo,Bajo,0.04824952380952381
Existing Customer,44,100000.0,4,34,4,1,2,21573.0,1585,19988.0,1384,36,0.073,no_riesgo,Bajo,0.03807222222222222
Attrited Customer,53,20000.0,2,33,2,3,3,2859.0,2517,342.0,817,30,0.176,no_riesgo,Alto,0.1443685185185185
Existing Customer,39,100000.0,2,36,4,2,2,5269.0,1475,3794.0,2094,25,0.28,no_riesgo,Bajo,0.03975
Attrited Customer,49,50000.0,5,45,2,2,3,1438.3,0,1438.3,815,21,0.0,riesgo,Bajo,0.02
Attrited Customer,45,20000.0,2,36,1,3,2,3387.0,0,3387.0,510,24,0.0,no_riesgo,Bajo,0.021739130434782608
Existing Customer,54,100000.0,2,46,6,2,3,1982.0,1289,693.0,1377,49,0.65,riesgo,Medio,0.03107181818181818
Existing Customer,49,100000.0,3,43,2,2,2,4645.0,1650,2995.0,1193,33,0.355,no_riesgo,Bajo,0.036500000000000005
Existing Customer,46,50000.0,3,36,6,3,2,2189.0,1666,523.0,1287,36,0.761,no_riesgo,Medio,0.054596595744680856
Attrited Customer,46,120000.0,4,30,3,3,3,2442.0,0,2442.0,701,19,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,47,70000.0,3,38,4,1,2,21304.0,1532,19772.0,1770,25,0.072,no_riesgo,Bajo,0.042719047619047615
Existing Customer,44,70000.0,2,36,5,1,2,7577.0,2480,5097.0,1409,35,0.327,no_riesgo,Bajo,0.05765079365079365
Existing Customer,50,120000.0,3,31,4,1,2,3234.0,1486,1748.0,1354,28,0.459,no_riesgo,Bajo,0.03199117647058823
Existing Customer,46,50000.0,0,36,5,3,2,4469.0,1125,3344.0,1765,34,0.252,no_riesgo,Bajo,0.043776595744680846
Existing Customer,56,50000.0,3,46,6,3,4,2910.0,709,2201.0,1192,27,0.244,no_riesgo,Bajo,0.031723859649122804
Attrited Customer,59,50000.0,0,48,2,4,3,3616.0,1054,2562.0,687,64,0.291,no_riesgo,Bajo,0.037746666666666664
Existing Customer,46,20000.0,0,56,3,2,3,3252.0,1495,1757.0,1227,64,0.46,no_riesgo,Bajo,0.09602659574468085
Existing Customer,55,20000.0,2,36,4,3,3,2358.0,1152,1206.0,1737,26,0.489,no_riesgo,Bajo,0.07545714285714286
Existing Customer,43,70000.0,4,36,4,1,0,22322.0,953,21369.0,1348,34,0.043,no_riesgo,Bajo,0.03634155844155844
Existing Customer,45,120000.0,1,39,4,2,2,3133.0,1510,1623.0,1435,38,0.482,no_riesgo,Bajo,0.03432246376811594
Existing Customer,45,50000.0,2,35,2,3,0,3540.0,849,2691.0,1321,28,0.24,no_riesgo,Bajo,0.0387191304347826
Existing Customer,40,50000.0,1,23,6,3,2,6990.0,1378,5612.0,1479,29,0.197,no_riesgo,Bajo,0.051950243902439026
Existing Customer,36,100000.0,2,22,2,2,3,4549.0,1652,3474.0,1283,39,0.048,no_riesgo,Bajo,0.04354702702702703
Attrited Customer,59,50000.0,0,40,1,4,1,1438.3,0,1438.3,689,23,0.0,riesgo,Bajo,0.016666666666666666
Existing Customer,43,70000.0,4,35,6,3,2,24396.0,1171,23225.0,965,64,0.048,no_riesgo,Bajo,0.03945584415584416
Existing Customer,46,20000.0,1,36,2,3,2,2474.0,2143,331.0,1541,40,0.176,no_riesgo,Alto,0.12842659574468085
Existing Customer,41,50000.0,2,32,5,1,3,5214.0,795,4419.0,1258,23,0.152,no_riesgo,Bajo,0.039709523809523806
Existing Customer,51,20000.0,2,46,5,2,2,5207.0,1650,3557.0,1339,20,0.317,no_riesgo,Bajo,0.10173076923076924
Existing Customer,51,20000.0,3,25,2,2,2,9512.0,1082,8430.0,1007,22,0.114,no_riesgo,Bajo,0.07333076923076923
Existing Customer,43,50000.0,4,23,6,3,2,3187.0,2430,757.0,1387,33,0.762,no_riesgo,Medio,0.07132727272727273
Attrited Customer,46,50000.0,0,53,1,3,3,3353.0,0,3353.0,960,18,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,54,70000.0,5,38,3,3,3,2290.0,1434,856.0,1119,18,0.626,no_riesgo,Medio,0.03866753246753246
Existing Customer,48,50000.0,3,43,6,1,3,5279.0,1115,4164.0,1642,41,0.211,no_riesgo,Bajo,0.04270816326530612
Existing Customer,40,70000.0,2,29,5,3,0,23603.0,0,23603.0,1382,31,0.0,no_riesgo,Bajo,0.024390243902439025
Existing Customer,57,50000.0,0,45,6,2,2,2601.0,0,2601.0,1232,32,0.0,no_riesgo,Bajo,0.017241379310344827
Existing Customer,45,100000.0,4,40,4,3,0,6363.0,1029,5334.0,1542,64,0.162,no_riesgo,Bajo,0.03202913043478261
Existing Customer,41,100000.0,3,36,4,3,3,8029.0,1576,6453.0,1094,32,0.196,no_riesgo,Bajo,0.039569523809523804
Existing Customer,42,20000.0,4,31,2,2,2,2410.0,1769,641.0,1217,30,0.734,no_riesgo,Medio,0.11170581395348837
Attrited Customer,45,70000.0,2,36,1,1,2,3401.0,0,3401.0,744,18,0.0,no_riesgo,Bajo,0.021739130434782608
Existing Customer,42,20000.0,4,23,4,2,0,2260.0,1007,1253.0,1614,33,0.446,no_riesgo,Bajo,0.07360581395348836
Existing Customer,47,100000.0,4,30,5,2,2,17682.0,2481,15201.0,1747,31,0.14,no_riesgo,Bajo,0.04564333333333333
Existing Customer,48,50000.0,4,42,3,1,3,4206.0,1100,3106.0,1144,22,0.262,no_riesgo,Bajo,0.04240816326530612
Existing Customer,43,100000.0,1,37,4,3,2,4549.0,1440,3474.0,1575,34,0.042,no_riesgo,Bajo,0.03712727272727273
Existing Customer,41,100000.0,4,36,4,3,0,23018.0,2168,20850.0,1463,24,0.094,no_riesgo,Bajo,0.04548952380952381
Existing Customer,54,50000.0,1,44,5,2,3,5556.0,1711,3845.0,1706,21,0.308,no_riesgo,Bajo,0.05240181818181818
Attrited Customer,54,50000.0,2,44,3,3,1,6094.0,0,6094.0,909,64,0.0,no_riesgo,Bajo,0.01818181818181818
Existing Customer,61,50000.0,0,52,3,1,2,2939.0,1999,940.0,2434,33,0.68,no_riesgo,Bajo,0.05610903225806452
Existing Customer,61,100000.0,0,48,2,1,0,5362.0,1274,4088.0,1876,41,0.238,no_riesgo,Bajo,0.028869032258064517
Attrited Customer,48,120000.0,2,36,3,3,3,4549.0,0,3474.0,1000,25,0.0,no_riesgo,Bajo,0.02040816326530612
Existing Customer,45,20000.0,4,36,6,3,2,3342.0,2517,825.0,1139,30,0.753,no_riesgo,Alto,0.1475891304347826
Attrited Customer,54,50000.0,4,40,6,2,2,2532.0,2221,311.0,799,21,0.176,no_riesgo,Medio,0.06260181818181818
Existing Customer,54,50000.0,3,46,2,2,3,1900.0,1376,524.0,1881,45,0.724,riesgo,Medio,0.04570181818181818
Existing Customer,44,70000.0,3,37,2,3,2,14546.0,1703,12843.0,1273,27,0.117,no_riesgo,Bajo,0.04655079365079365
Existing Customer,50,50000.0,4,36,2,3,2,2521.0,1608,913.0,1328,33,0.638,no_riesgo,Medio,0.0517678431372549
Existing Customer,55,70000.0,2,36,3,4,3,16427.0,1682,14745.0,1579,36,0.102,no_riesgo,Bajo,0.04188571428571428
Existing Customer,48,50000.0,2,36,5,1,2,13068.0,1718,11350.0,937,28,0.131,no_riesgo,Bajo,0.05476816326530612
Existing Customer,45,70000.0,2,33,6,3,0,23218.0,1814,21404.0,1749,37,0.078,no_riesgo,Bajo,0.04765341614906832
Existing Customer,60,50000.0,0,36,5,1,3,3281.0,837,2444.0,1424,29,0.255,no_riesgo,Bajo,0.03313344262295082
Existing Customer,55,50000.0,2,47,5,3,2,3096.0,2217,879.0,2011,41,0.716,no_riesgo,Medio,0.062197142857142854
Existing Customer,62,50000.0,0,52,5,2,3,2052.0,1250,802.0,1208,31,0.609,no_riesgo,Bajo,0.040873015873015874
Existing Customer,38,20000.0,1,30,2,3,0,1438.3,583,855.3,1259,24,0.405,riesgo,Bajo,0.05479102564102564
Existing Customer,46,50000.0,3,39,2,3,2,9432.0,1418,8014.0,1319,26,0.15,no_riesgo,Bajo,0.04963659574468085
Existing Customer,50,120000.0,0,45,5,2,3,14938.0,2303,12635.0,949,27,0.154,no_riesgo,Bajo,0.038799509803921564
Existing Customer,45,70000.0,2,36,5,3,2,2221.0,1343,878.0,1338,30,0.605,no_riesgo,Medio,0.04092484472049689
Existing Customer,47,70000.0,3,37,6,3,0,5731.0,1577,4154.0,1554,26,0.275,no_riesgo,Bajo,0.04336190476190476
Existing Customer,48,70000.0,4,33,2,2,3,4549.0,2061,3474.0,1350,32,0.06,no_riesgo,Bajo,0.04985102040816326
Existing Customer,35,70000.0,3,22,5,2,2,6985.0,1130,5855.0,1694,44,0.162,no_riesgo,Bajo,0.043920634920634916
Existing Customer,51,120000.0,2,42,3,3,0,24221.0,1707,22514.0,1678,40,0.07,no_riesgo,Bajo,0.03345576923076923
Existing Customer,36,50000.0,3,24,4,1,1,15439.0,0,15439.0,2069,43,0.0,no_riesgo,Bajo,0.02702702702702703
Existing Customer,47,100000.0,4,36,6,3,2,21637.0,2030,19607.0,1222,23,0.094,no_riesgo,Bajo,0.04113333333333333
Existing Customer,52,120000.0,2,37,2,3,2,14543.0,0,14543.0,1536,37,0.0,no_riesgo,Bajo,0.018867924528301886
Existing Customer,43,20000.0,4,36,2,1,1,9684.0,2475,7209.0,1400,31,0.256,no_riesgo,Bajo,0.14647727272727273
Existing Customer,46,50000.0,2,36,2,2,2,5007.0,930,4077.0,1050,28,0.186,no_riesgo,Bajo,0.039876595744680846
Existing Customer,61,70000.0,0,54,3,2,0,1616.0,1047,569.0,1389,33,0.648,riesgo,Bajo,0.031086175115207372
Existing Customer,53,70000.0,2,40,5,2,2,19116.0,0,19116.0,1184,29,0.0,no_riesgo,Bajo,0.018518518518518517
Existing Customer,53,20000.0,3,47,5,6,2,2759.0,2223,536.0,2093,42,0.806,riesgo,Alto,0.12966851851851852
Attrited Customer,57,120000.0,3,38,2,3,3,8249.0,1381,6868.0,678,64,0.167,no_riesgo,Bajo,0.028749712643678163
Existing Customer,38,50000.0,2,31,2,3,2,14041.0,2154,11887.0,1467,29,0.153,no_riesgo,Bajo,0.06872102564102564
Existing Customer,53,70000.0,3,43,5,3,2,5264.0,2169,3095.0,1219,27,0.412,no_riesgo,Bajo,0.0495042328042328
Existing Customer,46,20000.0,0,54,4,2,1,2420.0,1912,508.0,1730,36,0.79,no_riesgo,Medio,0.11687659574468086
Existing Customer,49,20000.0,4,43,4,2,0,2826.0,2070,756.0,1025,28,0.732,no_riesgo,Alto,0.1235
Existing Customer,45,100000.0,2,34,5,5,2,12518.0,1539,10979.0,1165,33,0.123,no_riesgo,Bajo,0.03712913043478261
Existing Customer,46,50000.0,0,56,4,2,1,5876.0,1297,4579.0,2133,55,0.221,no_riesgo,Bajo,0.04721659574468085
Existing Customer,48,100000.0,3,37,3,2,3,4549.0,0,3474.0,1122,64,0.0,no_riesgo,Bajo,0.02040816326530612
Existing Customer,51,20000.0,2,38,4,1,2,9648.0,1926,7722.0,1083,22,0.2,no_riesgo,Bajo,0.11553076923076923
Existing Customer,52,100000.0,2,40,3,3,3,4549.0,2177,3474.0,1234,23,0.063,no_riesgo,Bajo,0.04063792452830189
Existing Customer,55,50000.0,2,35,3,3,0,3025.0,2376,649.0,1277,23,0.785,no_riesgo,Medio,0.06537714285714286
Existing Customer,34,70000.0,3,26,4,3,3,3265.0,2517,748.0,1843,35,0.771,no_riesgo,Alto,0.06452857142857142
Existing Customer,56,120000.0,1,36,3,2,2,6041.0,1355,4686.0,1747,49,0.224,no_riesgo,Bajo,0.02883552631578947
Existing Customer,44,20000.0,2,36,3,3,2,2293.0,1823,470.0,1166,22,0.795,no_riesgo,Medio,0.11337222222222222
Existing Customer,47,100000.0,3,36,6,2,2,13399.0,2505,10894.0,1326,31,0.187,no_riesgo,Bajo,0.04588333333333333
Existing Customer,46,20000.0,3,38,4,3,3,4317.0,2517,1800.0,1619,36,0.583,no_riesgo,Medio,0.14712659574468084
Existing Customer,43,50000.0,3,29,5,2,0,3378.0,1069,2309.0,1285,64,0.316,no_riesgo,Bajo,0.04410727272727273
Existing Customer,50,20000.0,1,36,4,1,3,5012.0,2242,2770.0,1142,28,0.447,no_riesgo,Medio,0.13170784313725492
Existing Customer,38,20000.0,4,30,4,1,0,2569.0,1605,964.0,1190,46,0.625,no_riesgo,Medio,0.10589102564102565
Existing Customer,53,20000.0,1,45,3,1,2,3471.0,1785,1686.0,1052,24,0.514,no_riesgo,Bajo,0.10776851851851851
Existing Customer,43,120000.0,5,31,5,3,3,4549.0,1699,3474.0,1628,38,0.049,no_riesgo,Bajo,0.03688560606060606
Existing Customer,53,120000.0,1,36,6,3,2,3312.0,1844,1468.0,1740,32,0.557,no_riesgo,Bajo,0.033885185185185185
Existing Customer,56,20000.0,1,38,4,3,3,2578.0,2462,116.0,1378,29,0.176,no_riesgo,Medio,0.1406438596491228
Attrited Customer,54,50000.0,2,44,4,3,2,2902.0,2517,385.0,996,26,0.176,no_riesgo,Medio,0.06852181818181818
Existing Customer,57,20000.0,3,39,3,2,1,2742.0,2321,421.0,1389,32,0.176,no_riesgo,Medio,0.13329137931034482
Existing Customer,62,20000.0,1,53,5,3,3,2077.0,1571,506.0,1365,38,0.756,no_riesgo,Bajo,0.09442301587301587
Existing Customer,46,20000.0,4,40,5,1,2,6265.0,1942,4323.0,1715,43,0.31,no_riesgo,Bajo,0.11837659574468086
Existing Customer,49,70000.0,2,44,6,3,0,7819.0,1560,6259.0,1582,25,0.2,no_riesgo,Bajo,0.04228571428571429
Existing Customer,52,100000.0,3,42,6,3,3,2731.0,1692,1039.0,1220,22,0.62,no_riesgo,Medio,0.03578792452830189
Attrited Customer,58,50000.0,1,36,2,4,3,1438.3,537,901.3,715,64,0.373,riesgo,Bajo,0.02768915254237288
Existing Customer,54,100000.0,0,36,3,1,2,16286.0,1710,14576.0,2552,49,0.105,no_riesgo,Bajo,0.03528181818181818
Existing Customer,49,120000.0,1,39,3,2,3,4549.0,0,3474.0,1106,31,0.0,no_riesgo,Bajo,0.02
Existing Customer,58,20000.0,3,47,6,1,0,2609.0,2439,170.0,1731,34,0.176,no_riesgo,Medio,0.1388991525423729
Existing Customer,52,70000.0,2,45,5,3,2,7567.0,1173,6394.0,1435,32,0.155,no_riesgo,Bajo,0.03562506738544474
Existing Customer,41,70000.0,5,33,5,3,3,22770.0,2517,20253.0,1882,38,0.111,no_riesgo,Bajo,0.05976666666666666
Existing Customer,62,20000.0,0,50,5,1,2,3791.0,1648,2143.0,2058,34,0.435,no_riesgo,Bajo,0.09827301587301587
Existing Customer,54,20000.0,2,39,4,4,2,2702.0,2517,185.0,1658,32,0.176,no_riesgo,Alto,0.14403181818181818
Existing Customer,40,20000.0,3,35,3,1,3,2555.0,2117,438.0,1334,32,0.176,no_riesgo,Alto,0.13024024390243902
Existing Customer,43,100000.0,3,26,5,3,2,2355.0,1090,1265.0,1441,29,0.463,no_riesgo,Bajo,0.03362727272727273
Existing Customer,53,50000.0,2,42,6,2,0,5332.0,0,5332.0,1371,39,0.0,no_riesgo,Bajo,0.018518518518518517
Existing Customer,55,50000.0,1,49,6,3,2,1443.0,1375,68.0,1991,38,0.176,riesgo,Medio,0.04535714285714286
Existing Customer,46,70000.0,4,39,6,2,3,10741.0,755,9986.0,1278,22,0.07,no_riesgo,Bajo,0.032062310030395134
Existing Customer,41,70000.0,1,25,3,2,0,7984.0,1503,6481.0,1734,39,0.188,no_riesgo,Bajo,0.04528095238095238
Existing Customer,49,70000.0,3,32,3,2,2,18584.0,2517,16067.0,1330,34,0.135,no_riesgo,Bajo,0.05595714285714286
Existing Customer,61,50000.0,0,56,4,1,3,5585.0,1465,4120.0,1787,31,0.262,no_riesgo,Bajo,0.045429032258064515
Existing Customer,46,100000.0,2,38,6,3,2,4549.0,2165,3474.0,1672,32,0.063,no_riesgo,Bajo,0.04292659574468085
Existing Customer,50,20000.0,1,43,6,3,4,1438.3,0,1438.3,1439,41,0.0,riesgo,Bajo,0.0196078431372549
Existing Customer,40,100000.0,2,24,5,1,0,2478.0,2031,447.0,1558,31,0.82,riesgo,Medio,0.04470024390243903
Existing Customer,51,120000.0,4,46,6,3,3,4549.0,2274,3474.0,1795,47,0.066,no_riesgo,Bajo,0.03818076923076923
Existing Customer,50,50000.0,2,44,6,2,3,2339.0,1440,899.0,893,22,0.616,no_riesgo,Medio,0.0484078431372549
Existing Customer,47,20000.0,2,36,6,3,2,2726.0,0,2726.0,1099,27,0.0,no_riesgo,Bajo,0.020833333333333332
Existing Customer,43,120000.0,4,39,3,3,3,14881.0,848,14033.0,1408,23,0.057,no_riesgo,Bajo,0.029793939393939393
Existing Customer,36,50000.0,4,36,6,3,3,1628.0,969,659.0,1893,64,0.595,riesgo,Bajo,0.04640702702702703
Existing Customer,47,20000.0,2,34,5,2,2,3156.0,1644,1512.0,1151,31,0.521,no_riesgo,Bajo,0.10303333333333332
Existing Customer,46,20000.0,2,41,5,3,0,4745.0,1270,3475.0,1519,31,0.268,no_riesgo,Bajo,0.08477659574468085
Existing Customer,46,120000.0,2,36,5,3,2,19727.0,1785,17942.0,1245,25,0.09,no_riesgo,Bajo,0.03615159574468085
Existing Customer,52,70000.0,0,36,3,3,2,22720.0,793,21927.0,1102,27,0.035,no_riesgo,Bajo,0.030196495956873314
Existing Customer,43,50000.0,4,36,5,3,0,8129.0,1799,6330.0,1402,33,0.221,no_riesgo,Bajo,0.058707272727272726
Existing Customer,40,20000.0,4,27,6,2,3,3751.0,1521,2230.0,1060,30,0.405,no_riesgo,Bajo,0.10044024390243902
Existing Customer,54,20000.0,4,36,3,5,3,1594.0,1411,183.0,1459,35,0.176,riesgo,Medio,0.08873181818181819
Existing Customer,55,20000.0,1,43,4,2,0,2569.0,1403,1166.0,1456,39,0.546,no_riesgo,Bajo,0.08800714285714287
Existing Customer,49,50000.0,4,44,6,3,2,18206.0,1586,16620.0,1439,48,0.087,no_riesgo,Bajo,0.05172
Existing Customer,45,50000.0,4,34,6,3,3,3104.0,1766,1338.0,1353,24,0.569,no_riesgo,Bajo,0.057059130434782605
Existing Customer,49,50000.0,3,41,5,3,2,2406.0,1560,846.0,1173,32,0.648,no_riesgo,Medio,0.051199999999999996
Existing Customer,46,100000.0,1,36,5,2,3,24571.0,1955,22616.0,1746,28,0.08,no_riesgo,Bajo,0.04082659574468085
Existing Customer,40,20000.0,3,36,3,2,3,15534.0,726,14808.0,1279,28,0.047,no_riesgo,Bajo,0.060690243902439024
Existing Customer,41,20000.0,2,33,4,2,0,12301.0,2250,10051.0,1307,29,0.183,no_riesgo,Bajo,0.13630952380952382
Existing Customer,37,100000.0,4,26,6,2,3,2846.0,1818,1028.0,1473,37,0.639,no_riesgo,Medio,0.04449578947368421
Existing Customer,58,120000.0,2,49,6,2,3,9788.0,1794,7994.0,1805,37,0.183,no_riesgo,Bajo,0.03189915254237288
Existing Customer,55,70000.0,2,36,4,3,3,7231.0,2381,4850.0,1421,23,0.329,no_riesgo,Bajo,0.05187142857142857
Existing Customer,53,20000.0,1,48,6,3,2,2324.0,1576,748.0,1272,37,0.678,no_riesgo,Medio,0.09731851851851851
Existing Customer,57,100000.0,2,40,3,2,3,12208.0,1980,10228.0,1409,34,0.162,no_riesgo,Bajo,0.03704137931034483
Attrited Customer,43,100000.0,4,30,2,5,3,5639.0,1547,4092.0,647,64,0.274,no_riesgo,Bajo,0.038197272727272726
Existing Customer,58,70000.0,1,46,3,3,2,10021.0,1617,8404.0,1275,25,0.161,no_riesgo,Bajo,0.04004915254237288
Existing Customer,46,20000.0,0,56,6,1,0,2215.0,1915,300.0,1270,27,0.176,no_riesgo,Medio,0.11702659574468086
Existing Customer,54,20000.0,2,44,3,2,3,2027.0,1480,547.0,1702,37,0.73,no_riesgo,Medio,0.09218181818181817
Existing Customer,53,70000.0,2,47,6,2,2,6363.0,1162,5201.0,1256,26,0.183,no_riesgo,Bajo,0.03511851851851852
Existing Customer,39,20000.0,3,25,6,1,2,3920.0,2008,1912.0,3178,53,0.512,no_riesgo,Medio,0.1254
Existing Customer,56,70000.0,3,36,5,1,3,9226.0,1233,7993.0,1626,29,0.134,no_riesgo,Bajo,0.03515814536340852
Existing Customer,54,20000.0,4,49,6,1,1,9376.0,1288,8088.0,1562,33,0.137,no_riesgo,Bajo,0.08258181818181817
Existing Customer,59,50000.0,1,46,5,3,3,1944.0,1346,598.0,1960,57,0.692,riesgo,Bajo,0.04358666666666666
Existing Customer,42,50000.0,3,36,3,1,0,9599.0,1554,8045.0,1154,38,0.162,no_riesgo,Bajo,0.05433581395348837
Existing Customer,42,70000.0,4,28,5,1,2,4549.0,843,3474.0,1629,38,0.03,no_riesgo,Bajo,0.03529867109634552
Existing Customer,43,100000.0,3,39,3,3,1,24850.0,1662,23188.0,1226,25,0.067,no_riesgo,Bajo,0.03934727272727273
Existing Customer,55,120000.0,0,49,5,3,3,3805.0,2233,1572.0,1743,27,0.587,no_riesgo,Bajo,0.03646547619047619
Existing Customer,52,100000.0,1,37,5,2,2,2733.0,1306,1427.0,1139,39,0.478,no_riesgo,Bajo,0.031927924528301885
Existing Customer,46,50000.0,1,27,6,3,3,12781.0,1253,11528.0,1073,21,0.098,no_riesgo,Bajo,0.04633659574468085
Attrited Customer,57,120000.0,2,40,3,3,3,3106.0,1120,1986.0,683,64,0.361,no_riesgo,Bajo,0.02657471264367816
Existing Customer,48,100000.0,3,42,3,3,0,7477.0,0,7477.0,1159,32,0.0,no_riesgo,Bajo,0.02040816326530612
Existing Customer,45,120000.0,4,33,6,1,3,4549.0,2086,3474.0,1859,47,0.06,no_riesgo,Bajo,0.03912246376811594
Existing Customer,48,120000.0,2,36,6,5,2,4549.0,2094,3474.0,1205,28,0.07,no_riesgo,Bajo,0.037858163265306125
Existing Customer,47,50000.0,1,36,5,3,0,6509.0,2033,4476.0,1409,37,0.312,no_riesgo,Bajo,0.06149333333333333
Attrited Customer,42,70000.0,3,34,3,3,3,13450.0,0,13450.0,1000,18,0.0,no_riesgo,Bajo,0.023255813953488372
Existing Customer,41,70000.0,2,36,6,2,0,4549.0,0,3474.0,1209,39,0.0,no_riesgo,Bajo,0.023809523809523808
Existing Customer,51,120000.0,4,31,5,2,1,4549.0,1254,3474.0,1366,25,0.036,no_riesgo,Bajo,0.029680769230769233
Existing Customer,55,20000.0,2,47,5,3,2,6347.0,0,6347.0,1161,44,0.0,no_riesgo,Bajo,0.017857142857142856
Existing Customer,46,50000.0,1,49,4,3,2,3106.0,1675,1431.0,1512,38,0.539,no_riesgo,Bajo,0.054776595744680856
Existing Customer,39,70000.0,1,31,4,1,1,2536.0,913,1623.0,1750,35,0.36,no_riesgo,Bajo,0.03804285714285714
Existing Customer,54,70000.0,3,35,6,3,0,13048.0,1954,11094.0,1170,24,0.15,no_riesgo,Bajo,0.0460961038961039
Existing Customer,55,20000.0,2,37,3,3,1,2453.0,968,1485.0,2218,50,0.395,no_riesgo,Bajo,0.06625714285714285
Existing Customer,47,50000.0,3,36,3,2,2,16138.0,1249,14889.0,1198,33,0.077,no_riesgo,Bajo,0.04581333333333333
Existing Customer,49,70000.0,2,38,3,2,0,8077.0,1965,6112.0,1329,26,0.243,no_riesgo,Bajo,0.04807142857142857
Attrited Customer,42,20000.0,2,23,3,3,3,1929.0,1673,256.0,857,36,0.176,riesgo,Medio,0.10690581395348837
Existing Customer,57,100000.0,2,36,3,3,2,3127.0,2517,610.0,1470,30,0.805,riesgo,Bajo,0.04241137931034483
